locus_tag	sysName	scaffoldId	begin	end	strand	type	desc
Atu3094	Atu3094	NC_003063	100201	101985	-	1	methyl-accepting chemotaxis protein
Atu3095	Atu3095	NC_003063	102222	102695	+	1	hypothetical protein
Atu3096	Atu3096	NC_003063	102956	104299	+	1	sn-glycerol 3-phosphate ABC transporter substrate-binding protein
Atu3097	Atu3097	NC_003063	104382	105272	+	1	sn-glycerol-3-phosphate ABC transporter membrane protein
Atu3098	Atu3098	NC_003063	105280	106164	+	1	sn-glycerol-3-phosphate ABC transporter membrane protein
Atu3099	Atu3099	NC_003063	106196	107317	+	1	glycerol-3-phosphate transporter ATP-binding subunit
Atu3100	Atu3100	NC_003063	107390	108217	-	1	sugar ABC transporter permease
Atu3101	Atu3101	NC_003063	108214	109092	-	1	sugar ABC transporter permease
Atu3102	Atu3102	NC_003063	109168	110442	-	1	sugar ABC transporter substrate-binding protein
Atu3103	Atu3103	NC_003063	110515	111588	-	1	sugar ABC transporter ATPase
Atu3104	Atu3104	NC_003063	111596	113107	-	1	alpha-L-arabinofuranosidase
Atu3105	Atu3105	NC_003063	113228	114157	-	1	hypothetical protein
Atu3106	Atu3106	NC_003063	114351	115637	-	1	sugar ABC transporter substrate-binding protein
Atu3107	Atu3107	NC_003063	115756	116817	+	1	LacI family transcriptional regulator
Atu3108	Atu3108	NC_003063	116810	118693	+	1	hypothetical protein
Atu3109	Atu3109	NC_003063	118690	119706	+	1	2-hydroxyacid dehydrogenase
Atu3110	Atu3110	NC_003063	119703	120491	+	1	hypothetical protein
Atu3111	Atu3111	NC_003063	120666	121739	-	1	sugar ABC transporter ATPase
Atu3112	Atu3112	NC_003063	121831	122706	-	1	sugar ABC transporter permease
Atu3113	Atu3113	NC_003063	122699	123586	-	1	sugar ABC transporter permease
Atu3114	Atu3114	NC_003063	123659	124948	-	1	sugar ABC transporter substrate-binding protein
Atu3115	Atu3115	NC_003063	125066	125764	+	1	TetR family transcriptional regulator
Atu3116	Atu3116	NC_003063	126031	127152	+	1	oxidoreductase
Atu3117	Atu3117	NC_003063	127163	128326	+	1	hypothetical protein
Atu3118	Atu3118	NC_003063	128351	129172	+	1	hypothetical protein
Atu3119	Atu3119	NC_003063	129191	130426	+	1	hypothetical protein
Atu3120	Atu3120	NC_003063	130448	130945	-	1	hypothetical protein
Atu3121	Atu3121	NC_003063	131190	131399	+	1	cold shock protein
Atu3122	Atu3122	NC_003063	131511	131801	+	1	cold shock protein
Atu3123	Atu3123	NC_003063	131830	132066	+	1	30S ribosomal protein S21
Atu3124	Atu3124	NC_003063	132103	132318	+	1	hypothetical protein
Atu3126	Atu3126	NC_003063	133057	133344	+	1	hypothetical protein
Atu3127	Atu3127	NC_003063	133736	134833	-	1	acetyltransferase
Atu3128	Atu3128	NC_003063	134987	136084	-	1	di-trans,poly-cis-decaprenylcistransferase
Atu3129	Atu3129	NC_003063	136093	137646	-	1	polygalacturonase-like protein
Atu3130	Atu3130	NC_003063	137759	139027	-	1	sugar ABC transporter substrate-binding protein
Atu3131	Atu3131	NC_003063	139071	140171	-	1	sugar ABC transporter ATPase
Atu3132	Atu3132	NC_003063	140174	141058	-	1	sugar ABC transporter permease
Atu3133	Atu3133	NC_003063	141063	141944	-	1	sugar ABC transporter permease
Atu3134	Atu3134	NC_003063	142157	143083	+	1	AraC family transcriptional regulator
Atu3135	Atu3135	NC_003063	143113	144393	-	1	ABC transporter permease
Atu3136	Atu3136	NC_003063	144394	144915	-	1	ABC transporter permease
Atu3137	Atu3137	NC_003063	144986	145963	-	1	C4-dicarboxylate-binding protein
Atu3138	Atu3138	NC_003063	146107	146985	-	1	hypothetical protein
Atu3139	Atu3139	NC_003063	146982	148118	-	1	hypothetical protein
Atu3140	Atu3140	NC_003063	148144	149055	-	1	5-dehydro-4-deoxyglucarate dehydratase
Atu3141	Atu3141	NC_003063	149169	149912	-	1	2-deoxy-D-gluconate 3-dehydrogenase
Atu3142	Atu3142	NC_003063	149909	150733	-	1	5-keto-4-deoxyuronate isomerase
Atu3143	Atu3143	NC_003063	150872	151669	+	1	hypothetical protein
Atu3144	Atu3144	NC_003063	151759	152496	+	1	GntR family transcriptional regulator
Atu3145	Atu3145	NC_003063	152547	152864	+	1	pectin degradation protein
Atu3146	Atu3146	NC_003063	152887	154119	-	1	proline dipeptidase
Atu3147	Atu3147	NC_003063	154354	156357	-	1	oxidoreductase
Atu3148	Atu3148	NC_003063	156393	157478	-	1	sugar ABC transporter ATPase
Atu3149	Atu3149	NC_003063	157488	158324	-	1	sugar ABC transporter permease
Atu3150	Atu3150	NC_003063	158321	159181	-	1	sugar ABC transporter permease
Atu3151	Atu3151	NC_003063	159439	160710	-	1	sugar ABC transporter substrate-binding protein
Atu3152	Atu3152	NC_003063	160803	161693	+	1	AraC family transcriptional regulator
Atu3153	Atu3153	NC_003063	161886	162740	-	1	AraC family transcriptional regulator
Atu3154	Atu3154	NC_003063	162866	164062	+	1	fosmidomycin resistance protein
Atu3155	Atu3155	NC_003063	164146	165042	+	1	LysR family transcriptional regulator
Atu3156	Atu3156	NC_003063	165067	166347	-	1	ABC transporter permease
Atu3157	Atu3157	NC_003063	166351	166902	-	1	ABC transporter permease
Atu3158	Atu3158	NC_003063	167043	168038	-	1	ABC transporter substrate binding protein
Atu3159	Atu3159	NC_003063	168140	169024	-	1	3-hydroxyisobutyrate dehydrogenase
Atu3160	Atu3160	NC_003063	169078	169380	-	1	hypothetical protein
Atu3161	Atu3161	NC_003063	169398	170867	-	1	hypothetical protein
Atu3162	Atu3162	NC_003063	171019	172032	-	1	LacI family transcriptional regulator
Atu3163	Atu3163	NC_003063	172147	173157	-	1	zinc-binding dehydrogenase
Atu3164	Atu3164	NC_003063	173174	173944	-	1	sorbitol dehydrogenase
Atu3165	Atu3165	NC_003063	174204	175457	-	1	sorbitol/mannitol ABC transporter substrate-binding protein
Atu3166	Atu3166	NC_003063	175837	176826	+	1	fructokinase
Atu3167	Atu3167	NC_003063	176823	178100	+	1	tagatose 6-phosphate kinase
Atu3168	Atu3168	NC_003063	178224	179096	+	1	sorbitol/mannitol ABC transporter permease
Atu3169	Atu3169	NC_003063	179109	179933	+	1	sorbitol/mannitol ABC transporter permease
Atu3170	Atu3170	NC_003063	179946	180944	+	1	sorbitol/mannitol ABC transporter ATPase
Atu3171	Atu3171	NC_003063	180955	182031	-	1	sugar ABC transporter ATPase
Atu3172	Atu3172	NC_003063	182036	182866	-	1	sugar ABC transporter permease
Atu3173	Atu3173	NC_003063	182870	183754	-	1	sugar ABC transporter permease
Atu3174	Atu3174	NC_003063	183965	185224	-	1	sugar ABC transporter substrate-binding protein
Atu3175	Atu3175	NC_003063	185263	186435	-	1	hypothetical protein
Atu3176	Atu3176	NC_003063	186432	187148	-	1	GntR family transcriptional regulator
Atu3177	Atu3177	NC_003063	187365	187838	-	1	ribonuclease H
Atu3178	Atu3178	NC_003063	188009	189022	-	1	ABC transporter substrate binding protein
Atu3179	Atu3179	NC_003063	189051	189917	-	1	ABC transporter permease
Atu3180	Atu3180	NC_003063	189910	190743	-	1	ABC transporter permease
Atu3181	Atu3181	NC_003063	191044	192246	+	1	hypothetical protein
Atu3182	Atu3182	NC_003063	192325	192762	-	1	hypothetical protein
Atu3183	Atu3183	NC_003063	192860	193129	-	1	hypothetical protein
Atu3184	Atu3184	NC_003063	193126	194169	-	1	hypothetical protein
Atu3185	Atu3185	NC_003063	194587	195906	+	1	glycerol-3-phosphate ABC transporter substrate-binding protein
Atu3186	Atu3186	NC_003063	195977	196858	+	1	glycerol-3-phosphate ABC transporter permease
Atu3187	Atu3187	NC_003063	196868	197716	+	1	glycerol-3-phosphate ABC transporter permease
Atu3188	Atu3188	NC_003063	197716	198777	+	1	glycerol-3-phosphate transporter ATP-binding subunit
Atu3189	Atu3189	NC_003063	198838	199581	-	1	hypothetical protein
Atu3190	Atu3190	NC_003063	199903	200346	-	1	hypothetical protein
Atu3191	Atu3191	NC_003063	200556	201242	-	1	outer membrane protein
Atu3192	Atu3192	NC_003063	201516	202811	-	1	MFS permease
Atu3193	Atu3193	NC_003063	202881	203282	-	1	MarR family transcriptional regulator
Atu3194	Atu3194	NC_003063	203429	203998	-	1	acetyltransferase
Atu3196	Atu3196	NC_003063	204249	205382	-	1	ornithine decarboxylase
Atu3197	Atu3197	NC_003063	205919	206812	+	1	LysR family transcriptional regulator
Atu3198	Atu3198	NC_003063	206885	207838	-	1	ribose ABC transporter substrate-binding protein
Atu3199	Atu3199	NC_003063	207911	208912	-	1	ribose ABC transporter permease
Atu3200	Atu3200	NC_003063	208965	210488	-	1	ribose ABC transporter ATPase
Atu3201	Atu3201	NC_003063	210682	211305	-	1	TetR family transcriptional regulator
Atu3202	Atu3202	NC_003063	211435	214569	-	1	RND multidrug efflux transporter
Atu3203	Atu3203	NC_003063	214582	215796	-	1	RND multidrug efflux membrane permease
Atu3204	Atu3204	NC_003063	216138	217715	-	1	diguanylate cyclase
Atu3205	Atu3205	NC_003063	217813	218607	-	1	hypothetical protein
Atu3206	Atu3206	NC_003063	218729	219772	-	1	hypothetical protein
Atu3207	Atu3207	NC_003063	220091	222085	+	1	diguanylate cyclase
Atu3208	Atu3208	NC_003063	222123	223169	-	1	malate dehydrogenase
Atu3210	Atu3210	NC_003063	223481	226213	-	1	ftsk cell division protein
Atu3212	Atu3212	NC_003063	226501	228198	+	1	oligopeptide ABC transporter substrate-binding protein
Atu3213	Atu3213	NC_003063	228208	229197	+	1	oligopeptide ABC transporter permease
Atu3214	Atu3214	NC_003063	229194	230024	+	1	oligopeptide ABC transporter permease
Atu3215	Atu3215	NC_003063	230021	230824	+	1	oligopeptide ABC transporter ATPase
Atu3216	Atu3216	NC_003063	230821	231606	+	1	oligopeptide ABC transporter ATPase
Atu3217	Atu3217	NC_003063	231610	232728	+	1	aspartate aminotransferase
Atu3218	Atu3218	NC_003063	232854	233129	-	1	hypothetical protein
Atu8029	Atu8029	NC_003063	233299	233427	+	1	hypothetical protein
Atu3219	Atu3219	NC_003063	233509	235320	-	1	dihydroxy-acid dehydratase
Atu3221	Atu3221	NC_003063	235564	235752	+	1	hypothetical protein
Atu3222	Atu3222	NC_003063	235845	236804	+	1	ribose ABC transporter substrate-binding protein
Atu3223	Atu3223	NC_003063	236874	238397	+	1	ribose ABC transporter ATPase
Atu3224	Atu3224	NC_003063	238394	239440	+	1	ribose ABC transporter permease
Atu3225	Atu3225	NC_003063	239437	240417	+	1	ABC transporter permease
Atu3226	Atu3226	NC_003063	240435	241169	+	1	GntR family transcriptional regulator
Atu3227	Atu3227	NC_003063	241387	242325	+	1	AraC family transcriptional regulator
Atu3228	Atu3228	NC_003063	242333	245608	-	1	DNA polymerase III subunit alpha
Atu3229	Atu3229	NC_003063	245605	247023	-	1	hypothetical protein
Atu3230	Atu3230	NC_003063	247037	247801	-	1	hypothetical protein
Atu8184	Atu8184	NC_003063	247959	248372	+	1	hypothetical protein
Atu3232	Atu3232	NC_003063	248369	249649	+	1	hydroxypyruvate reductase
Atu8185	Atu8185	NC_003063	249754	250017	+	1	hypothetical protein
Atu3234	Atu3234	NC_003063	250129	251316	-	1	NAD binding oxidoreductase
Atu3235	Atu3235	NC_003063	251338	252390	-	1	hypothetical protein
Atu3236	Atu3236	NC_003063	252535	253608	-	1	sugar ABC transporter ATPase
Atu3237	Atu3237	NC_003063	253626	254474	-	1	sugar ABC transporter permease
Atu3238	Atu3238	NC_003063	254467	255399	-	1	sugar ABC transporter permease
Atu3239	Atu3239	NC_003063	255471	256772	-	1	sugar ABC transporter substrate-binding protein
Atu3240	Atu3240	NC_003063	256967	258166	+	1	ROK family transcriptional regulator
Atu3241	Atu3241	NC_003063	258219	259319	+	1	dehydrogenase
Atu3242	Atu3242	NC_003063	259337	259978	+	1	hypothetical protein
Atu3243	Atu3243	NC_003063	260020	261381	-	1	hypothetical protein
Atu3244	Atu3244	NC_003063	261692	264010	+	1	diguanylate cyclase
Atu3245	Atu3245	NC_003063	264041	264934	+	1	amino acid ABC transporter substrate-binding protein
Atu3246	Atu3246	NC_003063	265006	265908	+	1	amino acid ABC transporter substrate-binding protein
Atu3247	Atu3247	NC_003063	265951	266211	-	1	cell division topological specificity factor MinE
Atu3248	Atu3248	NC_003063	266208	267023	-	1	cell division inhibitor
Atu3249	Atu3249	NC_003063	267059	267778	-	1	septum formation inhibitor
Atu3250	Atu3250	NC_003063	267841	268083	-	1	hypothetical protein
Atu3251	Atu3251	NC_003063	268197	268883	+	1	haloacid dehalogenase
Atu3252	Atu3252	NC_003063	269049	269765	+	1	GntR family transcriptional regulator
Atu3253	Atu3253	NC_003063	269828	270802	+	1	ABC transporter substrate binding protein
Atu3254	Atu3254	NC_003063	270863	271435	+	1	dicarboxylate ABC transporter ATPase
Atu3255	Atu3255	NC_003063	271503	272846	+	1	dicarboxylate ABC transporter permease
Atu3256	Atu3256	NC_003063	272922	273968	+	1	zinc-binding dehydrogenase
Atu3257	Atu3257	NC_003063	273985	275193	+	1	mannonate dehydratase
Atu3258	Atu3258	NC_003063	275221	275643	-	1	hypothetical protein
Atu3259	Atu3259	NC_003063	275818	277329	+	1	dehydrogenase
Atu3260	Atu3260	NC_003063	277383	278381	-	1	ABC transporter substrate binding protein
Atu3261	Atu3261	NC_003063	278398	280218	-	1	ABC transporter permease
Atu3262	Atu3262	NC_003063	280319	282154	-	1	ABC transporter permease
Atu3263	Atu3263	NC_003063	282210	283406	-	1	L-seryl-tRNA(Ser) selenium transferase
Atu3264	Atu3264	NC_003063	283481	284332	+	1	IclR family transcriptional regulator
Atu3265	Atu3265	NC_003063	284339	284821	-	1	hypothetical protein
Atu3266	Atu3266	NC_003063	284917	286140	-	1	dihydroorotase
Atu3267	Atu3267	NC_003063	286142	287017	-	1	dipeptide ABC transporter permease
Atu3268	Atu3268	NC_003063	287017	287925	-	1	dipeptide ABC transporter permease
Atu3269	Atu3269	NC_003063	288288	289814	-	1	dipeptide ABC transporter substrate-binding protein
Atu3270	Atu3270	NC_003063	289874	290116	-	1	hypothetical protein
Atu3271	Atu3271	NC_003063	290253	291377	+	1	glycosyltransferase
Atu3272	Atu3272	NC_003063	291854	293050	+	1	exopolysaccharide export protein
Atu3273	Atu3273	NC_003063	293317	294594	+	1	HlyD family secretion protein
Atu3274	Atu3274	NC_003063	294591	297731	+	1	AcrB/AcrD/AcrF family protein
Atu3275	Atu3275	NC_003063	297728	298306	-	1	invasion associated protein B
Atu3276	Atu3276	NC_003063	298306	302331	-	1	hypothetical protein
Atu3277	Atu3277	NC_003063	302505	303029	-	1	nitrilotriacetate monooxygenase
Atu3278	Atu3278	NC_003063	303029	303922	-	1	aryl-alcohol dehydrogenase
Atu3279	Atu3279	NC_003063	303922	305079	-	1	methanesulfonate sulfonatase
Atu3280	Atu3280	NC_003063	305181	305885	+	1	GntR family transcriptional regulator
Atu3281	Atu3281	NC_003063	306220	307296	+	1	ABC transporter permease
Atu3282	Atu3282	NC_003063	307348	308598	+	1	sugar ABC transporter substrate-binding protein
Atu3283	Atu3283	NC_003063	308758	309684	+	1	sugar ABC transporter permease
Atu3284	Atu3284	NC_003063	309689	310546	+	1	sugar ABC transporter permease
Atu3285	Atu3285	NC_003063	310558	312552	+	1	alpha-glucosidase
Atu3286	Atu3286	NC_003063	313002	313787	+	1	ABC transporter permease
Atu3287	Atu3287	NC_003063	313838	314734	+	1	thiamine biosynthesis associated protein
Atu3288	Atu3288	NC_003063	314731	315471	+	1	hydroxyethylthiazole kinase
Atu3289	Atu3289	NC_003063	315458	316120	+	1	thiamine-phosphate pyrophosphorylase
Atu3290	Atu3290	NC_003063	316117	316914	+	1	phosphomethylpyrimidine kinase
Atu3291	Atu3291	NC_003063	317131	317589	-	1	Lpr family transcriptional regulator
Atu3292	Atu3292	NC_003063	317717	318883	+	1	alanine racemase
Atu3293	Atu3293	NC_003063	318891	320147	+	1	D-amino acid dehydrogenase small subunit
Atu3294	Atu3294	NC_003063	320197	320907	-	1	GntR family transcriptional regulator
Atu3295	Atu3295	NC_003063	321087	321599	+	1	hypothetical protein
Atu3296	Atu3296	NC_003063	321688	323052	-	1	two component response regulator for C4-dicarboxylate transport
Atu3297	Atu3297	NC_003063	323054	324436	-	1	two component sensor kinase for C4-dicarboxylate transport
Atu3298	Atu3298	NC_003063	325132	326478	+	1	C4-dicarboxylate transporter DctA
Atu3299	Atu3299	NC_003063	326656	327093	+	1	hypothetical protein
Atu3300	Atu3300	NC_003063	327135	328487	-	1	aminotransferase
Atu3301	Atu3301	NC_003063	328525	329244	-	1	short-chain alcohol dehydrogenase
Atu3302	Atu3302	NC_003063	329494	331140	+	1	cellulose biosynthesis protein
Atu3303	Atu3303	NC_003063	331201	332355	+	1	cellulose synthesis protein
Atu8186	Atu8186	NC_003063	332380	334626	-	1	cellulose synthesis protein
Atu3307	Atu3307	NC_003063	334719	335774	-	1	endoglucanase
Atu3308	Atu3308	NC_003063	335771	338254	-	1	celB protein
Atu3309	Atu3309	NC_003063	338251	340440	-	1	cellulose synthase
Atu8187	Atu8187	NC_003063	340535	341434	-	1	hypothetical protein
Atu3311	Atu3311	NC_003063	341868	343052	+	1	phosphomannose isomerase
Atu3312	Atu3312	NC_003063	343105	344067	-	1	hypothetical protein
Atu3313	Atu3313	NC_003063	344081	344584	-	1	hypothetical protein
Atu3314	Atu3314	NC_003063	344599	346536	-	1	cellulose synthase
Atu3315	Atu3315	NC_003063	346533	347516	-	1	UDP-glucose 4-epimerase
Atu3316	Atu3316	NC_003063	347518	348540	-	1	dTDP-glucose 4-6-dehydratase
Atu3317	Atu3317	NC_003063	348935	349285	+	1	hypothetical protein
Atu3318	Atu3318	NC_003063	349345	350115	-	1	LuxR family transcriptional regulator
Atu3319	Atu3319	NC_003063	350386	350631	+	1	hypothetical protein
Atu3320	Atu3320	NC_003063	351017	351982	+	1	fibrinogen binding protein
Atu3321	Atu3321	NC_003063	352131	354152	+	1	hypothetical protein
Atu3322	Atu3322	NC_003063	354773	356428	+	1	ABC transporter permease
Atu3323	Atu3323	NC_003063	356437	357795	+	1	HlyD family secretion protein
Atu3324	Atu3324	NC_003063	357879	358373	+	1	hypothetical protein
Atu3325	Atu3325	NC_003063	358370	359638	-	1	exopolysaccharide production protein
Atu3326	Atu3326	NC_003063	359646	360902	-	1	exopolysaccharide production protein
Atu3327	Atu3327	NC_003063	361096	361776	-	1	succinoglycan exopolysaccharide synthesis protein
Atu8030	Atu8030	NC_003063	362198	362380	-	1	hypothetical protein
Atu3328	Atu3328	NC_003063	362396	362944	-	1	aldehyde dehydrogenase
Atu3329	Atu3329	NC_003063	363091	364425	+	1	beta alanine--pyruvate transaminase
Atu3330	Atu3330	NC_003063	364570	366387	+	1	methyl-accepting chemotaxis protein
Atu3331	Atu3331	NC_003063	366526	367311	-	1	hypothetical protein
Atu3332	Atu3332	NC_003063	367331	368317	-	1	hypothetical protein
Atu3333	Atu3333	NC_003063	368557	369342	-	1	3-ketoacyl-ACP reductase
Atu3334	Atu3334	NC_003063	369339	369572	-	1	hypothetical protein
Atu3335	Atu3335	NC_003063	369819	370400	+	1	3-methyladenine DNA glycosylase
Atu8031	Atu8031	NC_003063	370442	370600	-	1	hypothetical protein
Atu3336	Atu3336	NC_003063	370824	371021	-	1	hypothetical protein
Atu3337	Atu3337	NC_003063	371196	372209	-	1	LacI family transcriptional regulator
Atu3338	Atu3338	NC_003063	372478	373743	+	1	trehalose/maltose ABC transporter substrate-binding protein
Atu3339	Atu3339	NC_003063	373807	374781	+	1	trehalose/maltose ABC transporter permease
Atu3340	Atu3340	NC_003063	374778	375611	+	1	trehalose/maltose ABC transporter permease
Atu3341	Atu3341	NC_003063	375622	376650	+	1	trehalose/maltose ABC transporter ATPase
Atu3342	Atu3342	NC_003063	376708	377493	+	1	trehalose utilization-like protein
Atu3343	Atu3343	NC_003063	377500	378549	+	1	trehalose utilization-like protein
Atu3344	Atu3344	NC_003063	378583	379338	-	1	radical activating protein
Atu3345	Atu3345	NC_003063	379335	379691	-	1	6-pyruvoyl tetrahydrobiopterin synthase
Atu3346	Atu3346	NC_003063	379691	380401	-	1	succinoglycan biosynthesis regulator
Atu3347	Atu3347	NC_003063	380545	381678	-	1	hypothetical protein
Atu3348	Atu3348	NC_003063	381702	382466	-	1	hypothetical protein
Atu3349	Atu3349	NC_003063	382523	383611	-	1	ABC transporter permease
Atu3350	Atu3350	NC_003063	383617	384558	-	1	ABC transporter permease
Atu3351	Atu3351	NC_003063	384551	385453	-	1	sugar ABC transporter permease
Atu3352	Atu3352	NC_003063	385597	386829	-	1	sugar ABC transporter substrate-binding protein
Atu3353	Atu3353	NC_003063	387134	388564	-	1	mannose-1-phosphate guanylyltransferase
Atu3354	Atu3354	NC_003063	388845	391253	-	1	pyrroloquinoline-quinone-dependent quinate dehydrogenase
Atu3355	Atu3355	NC_003063	391676	392575	+	1	LysR family transcriptional regulator
Atu3356	Atu3356	NC_003063	392736	395024	+	1	malic enzyme
Atu3357	Atu3357	NC_003063	395279	396118	+	1	amino acid ABC transporter substrate-binding protein
Atu3358	Atu3358	NC_003063	396414	397046	+	1	amino acid ABC transporter permease
Atu3359	Atu3359	NC_003063	397043	397825	+	1	amino acid ABC transporter permease
Atu3360	Atu3360	NC_003063	397838	398653	+	1	amino acid ABC transporter ATPase/permease
Atu3361	Atu3361	NC_003063	398658	400004	+	1	hypothetical protein
Atu3362	Atu3362	NC_003063	400031	401341	+	1	monooxygenase
Atu3363	Atu3363	NC_003063	401420	403156	-	1	sensory methylation accepting chemotaxis protein
Atu3364	Atu3364	NC_003063	403471	404724	+	1	D-amino acid dehydrogenase
Atu3365	Atu3365	NC_003063	404740	405300	-	1	hypothetical protein
Atu8094	Atu8094	NC_003063	405343	405588	-	1	hypothetical protein
Atu3366	Atu3366	NC_003063	405983	406522	+	1	tripartite ATP-independent periplasmic transporter DctQ
Atu3367	Atu3367	NC_003063	406555	408024	+	1	TRAP dicarboxylate transporter subunit DctM
Atu3368	Atu3368	NC_003063	408413	409510	-	1	periplasmic mannitol-binding protein
Atu3369	Atu3369	NC_003063	409815	410570	+	1	hypothetical protein
Atu3370	Atu3370	NC_003063	410653	411681	-	1	sugar ABC transporter permease
Atu3371	Atu3371	NC_003063	411714	413255	-	1	sugar ABC transporter ATPase
Atu3372	Atu3372	NC_003063	413489	414418	-	1	sugar ABC transporter substrate-binding protein
Atu3374	Atu3374	NC_003063	414936	416378	-	1	amidohydrolase
Atu3375	Atu3375	NC_003063	416506	418083	-	1	peptide ABC transporter substrate-binding protein
Atu3376	Atu3376	NC_003063	418080	418928	-	1	beta-lactamase
Atu3377	Atu3377	NC_003063	418936	420570	-	1	peptide ABC transporter ATPase
Atu3378	Atu3378	NC_003063	420567	421385	-	1	oligopeptide ABC transporter permease
Atu3379	Atu3379	NC_003063	421382	422326	-	1	peptide ABC transporter permease
Atu3381	Atu3381	NC_003063	422507	423412	-	1	LysR family transcriptional regulator
Atu3382	Atu3382	NC_003063	423621	424934	-	1	HlyD family secretion protein
Atu3383	Atu3383	NC_003063	424921	426768	-	1	rhizobicin secretion
Atu3384	Atu3384	NC_003063	426783	427538	-	1	hypothetical protein
Atu3385	Atu3385	NC_003063	427642	430413	-	1	heme receptor
Atu3386	Atu3386	NC_003063	430563	431558	-	1	two component sensor kinase
Atu3387	Atu3387	NC_003063	431670	432170	-	1	sigma factor
Atu3388	Atu3388	NC_003063	432382	433134	-	1	iron ABC transporter ATPase
Atu3389	Atu3389	NC_003063	433128	434195	-	1	iron ABC transporter permease
Atu3390	Atu3390	NC_003063	434192	435331	-	1	ABC transporter substrate-binding protein
Atu3391	Atu3391	NC_003063	435428	436561	-	1	ABC transporter substrate-binding protein
Atu3392	Atu3392	NC_003063	436675	437499	+	1	methyltransferase
Atu3393	Atu3393	NC_003063	437676	438116	-	1	pseudoazurin
Atu3394	Atu3394	NC_003063	438113	438913	-	1	iron ABC transporter ATPase
Atu3395	Atu3395	NC_003063	438910	439863	-	1	iron (III ABC transporter permease ABC transporter permease
Atu3396	Atu3396	NC_003063	439935	440966	-	1	ABC transporter substrate-binding protein
Atu3397	Atu3397	NC_003063	441410	442285	-	1	hypothetical protein
Atu3398	Atu3398	NC_003063	442488	443612	+	1	acetylornithine deacetylase
Atu3399	Atu3399	NC_003063	443635	444558	+	1	2-hydroxyacid dehydrogenase
Atu3400	Atu3400	NC_003063	444587	444943	+	1	hypothetical protein
Atu3401	Atu3401	NC_003063	445133	446596	+	1	aldehyde dehydrogenase
Atu3402	Atu3402	NC_003063	446610	447653	+	1	3-isopropylmalate dehydrogenase
Atu3403	Atu3403	NC_003063	447669	449126	+	1	succinate semialdehyde dehydrogenase
Atu3404	Atu3404	NC_003063	449217	450491	-	1	oxidoreductase
Atu3405	Atu3405	NC_003063	450507	451175	-	1	haloalkanoic acid dehalogenase
Atu3406	Atu3406	NC_003063	451499	452335	+	1	hypothetical protein
Atu3407	Atu3407	NC_003063	452350	453723	+	1	hypothetical protein
Atu3408	Atu3408	NC_003063	453848	454693	+	1	2-haloalkanoic acid dehalogenase
Atu3409	Atu3409	NC_003063	454787	456397	+	1	oligopeptide ABC transporter substrate-binding protein
Atu3410	Atu3410	NC_003063	456490	457440	+	1	ABC transporter permease
Atu3411	Atu3411	NC_003063	457440	458291	+	1	ABC transporter permease
Atu3412	Atu3412	NC_003063	458291	459946	+	1	ABC transporter permease
Atu3413	Atu3413	NC_003063	460133	460609	-	1	AsnC family transcriptional regulator
Atu3414	Atu3414	NC_003063	460840	462165	+	1	AgaE protein
Atu3415	Atu3415	NC_003063	462256	463191	-	1	ABC transporter substrate binding protein
Atu3416	Atu3416	NC_003063	463331	464269	-	1	ABC transporter substrate binding protein
Atu3417	Atu3417	NC_003063	464295	466106	-	1	ABC transporter permease
Atu3418	Atu3418	NC_003063	466120	466665	-	1	acetyltransferase
Atu3419	Atu3419	NC_003063	466689	467876	-	1	hippurate hydrolase
Atu3420	Atu3420	NC_003063	467960	469300	-	1	monooxygenase
Atu3421	Atu3421	NC_003063	469324	470325	-	1	hypothetical protein
Atu3423	Atu3423	NC_003063	470628	471077	+	1	hypothetical protein
Atu3424	Atu3424	NC_003063	471105	472049	-	1	hypothetical protein
Atu3425	Atu3425	NC_003063	472101	472646	-	1	hypothetical protein
Atu3426	Atu3426	NC_003063	472801	473970	-	1	sulfonate monooxygenase
Atu3427	Atu3427	NC_003063	474100	474417	+	1	hypothetical protein
Atu3428	Atu3428	NC_003063	474470	475087	-	1	hypothetical protein
Atu3429	Atu3429	NC_003063	475289	475477	+	1	hypothetical protein
Atu3430	Atu3430	NC_003063	475474	476544	+	1	alkanesulfonate monooxygenase
Atu3431	Atu3431	NC_003063	476602	477780	-	1	acyl-CoA dehydrogenase
Atu3432	Atu3432	NC_003063	477777	478808	-	1	desulfurizing enzyme
Atu3433	Atu3433	NC_003063	478878	480485	-	1	oligopeptide ABC transporter substrate-binding protein
Atu3434	Atu3434	NC_003063	480755	481744	+	1	oligopeptide ABC transporter permease
Atu3435	Atu3435	NC_003063	481741	482736	+	1	oligopeptide ABC transporter permease
Atu3436	Atu3436	NC_003063	482733	483731	+	1	oligopeptide ABC transporter ATPase
Atu3437	Atu3437	NC_003063	483709	484644	+	1	oligopeptide ABC transporter ATPase
Atu3438	Atu3438	NC_003063	484663	485718	+	1	oxidoreductase
Atu3439	Atu3439	NC_003063	485786	487024	+	1	acyl-CoA dehydrogenase
Atu3440	Atu3440	NC_003063	487044	488015	+	1	LysR family transcriptional regulator
Atu3441	Atu3441	NC_003063	488032	489384	-	1	nitrilotriacetate monooxygenase
Atu3442	Atu3442	NC_003063	489440	491035	-	1	oligopeptide ABC transporter substrate-binding protein
Atu3443	Atu3443	NC_003063	491078	491527	+	1	hypothetical protein
